,HY_id,HY_tipo,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,GA_quincena_ini,GA_quincena_ult,TARGET,num_images,piscina,descr_len
5564,6135979,Piso,51.97,1,0,0,0,81100.0,0.0,71.37,1702.0,23.85,0.02,0.02,0.19,0.18,0.22,0.37,0.01,0.0,0.0,0.17,0.44,0.38,0.33,0.0,0.67,0.32,3.63,1977.52,294043.71,333.0,50.17,7.53,822.77,87.0,51.79,491,21.3,18.08,2,47,60.39,10,True,1234.0
5565,6136330,Piso,101.32,2,0,0,0,180000.0,0.0,71.37,1702.0,23.85,0.02,0.02,0.19,0.18,0.22,0.37,0.01,0.0,0.0,0.17,0.44,0.38,0.33,0.0,0.67,0.32,3.63,1977.52,294043.71,333.0,50.17,7.53,822.77,87.0,51.79,1511,40.37,17.99,3,47,68.43,10,True,1164.0
5566,6135877,Garaje,22.0,0,0,0,0,5700.0,-3.39,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,17,12.5,6.25,8,42,54.38,2,False,205.0
5567,6135190,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,37.0,3,False,205.0
5568,6136624,Garaje,21.0,0,0,0,0,5400.0,-5.26,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,11,14.29,28.57,2,38,160.09,2,False,205.0
5569,6136485,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,3,0.0,0.0,34,34,106.0,3,False,205.0
5570,6136235,Garaje,55.0,0,0,0,0,14100.0,-4.08,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,13,0.0,31.25,5,44,33.88,2,False,205.0
5571,6136632,Garaje,22.0,0,0,0,0,6700.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,2,0.0,50.0,23,34,39.5,2,False,205.0
5572,6136337,Garaje,21.0,0,0,0,0,5400.0,-5.26,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,3,0.0,0.0,2,34,28.0,2,False,205.0
5573,6136101,Garaje,21.0,0,0,0,0,5400.0,-5.26,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,2,0.0,0.0,8,34,38.0,2,False,205.0
5574,6136494,Garaje,21.0,0,0,0,0,5400.0,-5.26,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,6,0.0,25.0,1,34,23.67,3,False,205.0
5575,6136634,Garaje,21.0,0,0,0,0,5400.0,-5.26,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,2,0.0,0.0,8,34,47.5,3,False,205.0
5576,6135859,Garaje,22.0,0,0,0,0,5700.0,-3.39,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,4,0.0,0.0,3,34,30.25,3,False,205.0
5577,6135353,Garaje,22.0,0,0,0,0,5700.0,-3.39,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,3,0.0,0.0,4,34,27.25,2,False,205.0
5578,6134695,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,29.0,2,False,205.0
5579,6135538,Garaje,21.0,0,0,0,0,5400.0,-5.26,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,2,0.0,0.0,8,34,57.5,3,False,205.0
5580,6134243,Garaje,21.0,0,0,0,0,5400.0,-5.26,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,2,0.0,0.0,8,34,30.0,3,False,205.0
5581,6135929,Garaje,20.0,0,0,0,0,5200.0,-3.6999999999999997,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,49,27.08,57.19,1,45,70.14,2,False,205.0
5582,6135874,Garaje,29.0,0,0,0,0,7500.0,-3.85,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,6,25.0,66.67,15,38,15.0,2,False,205.0
5583,6133740,Garaje,32.0,0,0,0,0,7800.0,0.0,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,14,5.56,27.78,11,40,30.17,2,False,205.0
5584,6134537,Garaje,48.0,0,0,0,0,9800.0,0.0,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,5,25.0,25.0,13,40,25.5,3,False,205.0
5585,6133860,Garaje,22.0,0,0,0,0,5400.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,56.0,3,False,205.0
5586,6134839,Garaje,31.0,0,0,0,0,5900.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,50.0,3,False,205.0
5587,6134085,Garaje,32.0,0,0,0,0,6300.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,51.0,3,False,205.0
5588,6134150,Garaje,33.0,0,0,0,0,6700.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,59.0,2,False,205.0
5589,6135396,Garaje,34.0,0,0,0,0,6900.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,2,50.0,50.0,34,39,43.5,2,False,205.0
5590,6135138,Garaje,32.0,0,0,0,0,6500.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,102.0,2,False,205.0
5591,6135839,Garaje,35.0,0,0,0,0,6600.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,5,0.0,0.0,27,34,223.5,2,False,205.0
5592,6135177,Garaje,23.0,0,0,0,0,5700.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,5,25.0,75.0,26,34,18.25,2,False,205.0
5593,6134771,Garaje,22.0,0,0,0,0,5200.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,49.0,2,False,205.0
5594,6134904,Garaje,24.0,0,0,0,0,6000.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,4,25.0,50.0,17,34,32.5,2,False,205.0
5595,6134214,Garaje,20.0,0,0,0,0,4700.0,0.0,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,14,12.5,12.5,2,34,67.77,2,False,205.0
5596,6134719,Garaje,31.0,0,0,0,0,6100.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,105.0,2,False,205.0
5597,6134522,Garaje,21.0,0,0,0,0,5000.0,0.0,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,5,50.0,33.33,8,34,231.33,2,False,205.0
5598,6135769,Garaje,21.0,0,0,0,0,5000.0,0.0,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,3,0.0,0.0,4,40,32.0,2,False,205.0
5599,6134567,Garaje,22.0,0,0,0,0,5400.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,50.0,3,False,205.0
5600,6135233,Garaje,22.0,0,0,0,0,5300.0,0.0,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,2,0.0,50.0,11,34,33.0,2,False,205.0
5601,6134175,Garaje,22.0,0,0,0,0,5300.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,64.0,2,False,205.0
5602,6135975,Garaje,22.0,0,0,0,0,5500.0,-9.84,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,3,0.0,0.0,34,34,41.33,3,False,205.0
5603,6134483,Garaje,23.0,0,0,0,0,5700.0,-10.94,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,61.0,2,False,205.0
5604,6134205,Garaje,23.0,0,0,0,0,5700.0,-10.94,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,5,0.0,0.0,4,34,13.4,3,False,205.0
5605,6134792,Garaje,22.0,0,0,0,0,5400.0,0.0,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,49.0,2,False,205.0
5606,6134139,Garaje,23.0,0,0,0,0,5900.0,-4.84,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,56.0,2,False,205.0
5607,6135221,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,2,0.0,0.0,19,34,18.5,2,False,205.0
5608,6136227,Garaje,22.0,0,0,0,0,5700.0,-3.39,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,2,0.0,0.0,2,34,27.5,2,False,205.0
5609,6136644,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,4,0.0,0.0,34,34,39.5,3,False,205.0
5610,6136819,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,71.0,2,False,205.0
5611,6136638,Garaje,32.0,0,0,0,0,8200.0,-4.65,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,94.0,3,False,205.0
5612,6136486,Garaje,30.0,0,0,0,0,7700.0,-4.9399999999999995,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,4,0.0,0.0,34,34,34.5,2,False,205.0
5613,6136203,Garaje,47.0,0,0,0,0,12100.0,-3.9699999999999998,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,3,0.0,0.0,27,34,97.75,3,False,205.0
5614,6136637,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,2,50.0,50.0,34,39,34.5,2,False,205.0
5615,6134559,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,29.0,2,False,205.0
5616,6135456,Garaje,22.0,0,0,0,0,5700.0,-3.39,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,2,50.0,50.0,13,34,17.0,2,False,205.0
5617,6134051,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,34.0,3,False,205.0
5618,6133914,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,6,0.0,0.0,34,34,252.67,3,False,205.0
5619,6134233,Garaje,27.0,0,0,0,0,7000.0,-4.109999999999999,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,73.0,2,False,205.0
5620,6134689,Garaje,23.0,0,0,0,0,5900.0,-4.84,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,64.0,2,False,205.0
5621,6134776,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,40.0,3,False,205.0
5622,6134903,Garaje,22.0,0,0,0,0,5700.0,-3.39,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,5,0.0,0.0,4,34,100.66,2,False,205.0
5623,6134474,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,4,0.0,0.0,29,34,42.17,2,False,205.0
5624,6135346,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,33.0,3,False,205.0
5625,6134414,Garaje,32.0,0,0,0,0,8200.0,-4.65,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,3,0.0,0.0,34,34,42.0,2,False,205.0
5626,6135139,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,40.0,2,False,205.0
5627,6135807,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,55.0,3,False,205.0
5628,6135983,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,45.0,3,False,205.0
5629,6134508,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,36.0,3,False,205.0
5630,6135876,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,15.0,3,False,205.0
5631,6134450,Garaje,23.0,0,0,0,0,5900.0,-4.84,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,3,0.0,0.0,34,34,51.33,2,False,205.0
5632,6133864,Garaje,23.0,0,0,0,0,5900.0,-4.84,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,63.0,3,False,205.0
5633,6134705,Garaje,22.0,0,0,0,0,5700.0,-3.39,98.56,4612.0,46.8,0.07,0.07,0.19,0.08,0.29,0.3,0.05,0.0,0.0,0.05,0.46,0.44,0.72,0.04,0.23,0.28,5.35,1451.27,219338.89,648.0,49.67,6.38,1323.12,99.0,51.22,4,25.0,25.0,1,47,14.25,2,False,205.0
5634,6135533,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,1,0.0,0.0,34,34,36.0,2,False,205.0
5635,6137048,Garaje,23.0,0,0,0,0,5900.0,-4.84,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,2,50.0,50.0,34,39,188.5,3,False,205.0
5636,6134482,Garaje,22.0,0,0,0,0,5700.0,-3.39,1079.41,5857.0,4.78,0.15,0.15,0.19,0.12,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.43,0.14,0.17,0.14,5.49,846.35,123193.36,738.0,49.24,4.76,567.5,54.0,51.58,3,100.0,33.33,34,34,17.0,3,False,205.0
5637,6134558,Garaje,27.0,0,0,0,0,7000.0,-10.26,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,121,32.93,31.24,17,47,118.04,1,0,0.0
5638,6134843,Local,120.68,1,0,0,0,98600.0,-9.54,1993.76,5721.0,2.87,0.09,0.09,0.14,0.16,0.28,0.25,0.01,0.0,0.0,0.02,0.58,0.38,0.45,0.1,0.45,0.15,4.47,1178.91,152186.67,993.0,48.72,3.7,504.5,72.0,50.61,65,20.0,23.04,8,46,139.1,10,False,60.0
5639,6135814,Chalet,210.0,2,0,0,0,182000.0,0.0,3795.75,2717.0,0.72,0.0,0.0,0.36,0.2,0.13,0.31,0.0,0.0,0.0,0.38,0.32,0.29,0.0,0.75,0.25,0.28,5.1,899.46,150409.21,1254.0,50.39,4.04,1079.6,60.0,52.87,1142,47.11,32.26,8,47,82.75,7,0,0.0
5640,6134123,Casa de pueblo,307.21,1,0,0,0,66500.0,-9.15,9664.16,1822.0,0.19,0.28,0.28,0.1,0.19,0.09,0.05,0.01,0.01,0.0,0.02,0.5,0.45,0.0,0.0,0.0,0.1,6.97,465.81,62987.45,60.0,47.86,3.69,462.17,6.0,50.41,198,25.0,21.47,3,47,38.39,3,0,0.0
