,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_ind_elasticidad,IDEA_ind_liquidez,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,TARGET,num_images,image_brightness,piscina,has_image,Num_anun_pro,Num_anunciosCP,im_size,bordes,descr_len,has_description,active_week,indicador_demanda_zona,diff_precio_zona,HY_tipo_Almacén,HY_tipo_Casa de pueblo,HY_tipo_Chalet,HY_tipo_Garaje,HY_tipo_Local,HY_tipo_Nave,HY_tipo_Oficina,HY_tipo_Otro,HY_tipo_Piso,HY_tipo_Solar,HY_tipo_Trastero
6551,22.0,0,0,0,0,7800.0,-23.53,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,1,0.0,0.0,7.0,0.0,0.0,0,0,534.0,145,0.0,0.0,723.0,1,0,92.93,-0.9977026498461365,0,0,0,1,0,0,0,0,0,0,0
6552,22.0,0,0,0,0,9000.0,-8.16,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,7,0.0,25.0,76.7,0.0,0.0,0,0,534.0,145,0.0,0.0,723.0,1,1,92.93,-0.9973492113609267,0,0,0,1,0,0,0,0,0,0,0
6553,22.0,0,0,0,0,7800.0,-23.53,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,1,0.0,0.0,178.0,0.0,0.0,0,0,534.0,145,0.0,0.0,723.0,1,0,92.93,-0.9977026498461365,0,0,0,1,0,0,0,0,0,0,0
6554,22.0,0,0,0,0,7800.0,-23.53,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,1,0.0,100.0,0.0,0.0,0.0,0,0,534.0,145,0.0,0.0,723.0,1,0,92.93,-0.9977026498461365,0,0,0,1,0,0,0,0,0,0,0
6555,22.0,0,0,0,0,9000.0,-8.16,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,3,0.0,0.0,11.5,0.0,0.0,0,0,534.0,145,0.0,0.0,723.0,1,1,92.93,-0.9973492113609267,0,0,0,1,0,0,0,0,0,0,0
6556,22.0,0,0,0,0,9000.0,-11.76,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,1,0.0,0.0,65.0,0.0,0.0,0,0,534.0,145,0.0,0.0,723.0,1,0,92.93,-0.9973492113609267,0,0,0,1,0,0,0,0,0,0,0
6557,22.0,0,0,0,0,9000.0,-11.76,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,1,0.0,0.0,9.0,0.0,0.0,0,0,534.0,145,0.0,0.0,723.0,1,0,92.93,-0.9973492113609267,0,0,0,1,0,0,0,0,0,0,0
6558,22.0,0,0,0,0,8000.0,-21.57,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,3,0.0,0.0,413.33,0.0,0.0,0,0,534.0,145,0.0,0.0,723.0,1,7,92.93,-0.9976437434319348,0,0,0,1,0,0,0,0,0,0,0
6559,22.0,0,0,0,0,8000.0,-21.57,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,18,0.0,0.0,382.48,0.0,0.0,0,0,534.0,145,0.0,0.0,723.0,1,1,92.93,-0.9976437434319348,0,0,0,1,0,0,0,0,0,0,0
6560,398.0,0,0,0,0,247000.0,-8.18,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,9,40.0,50.0,61.37,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,12,92.93,-0.9959786751913109,0,0,0,0,0,0,1,0,0,0,0
6561,193.0,0,0,0,0,125000.0,-8.09,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,4,0.0,0.0,176.0,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,2,92.93,-0.9958032995063607,0,0,0,0,0,0,1,0,0,0,0
6562,184.0,0,0,0,0,119000.0,-8.459999999999999,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,3,0.0,0.0,31.0,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,1,92.93,-0.9958093208592428,0,0,0,0,0,0,1,0,0,0,0
6563,215.0,0,0,0,0,139000.0,-8.55,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,2,0.0,100.0,0.0,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,1,92.93,-0.9958107950086377,0,0,0,0,0,0,1,0,0,0,0
6564,215.0,0,0,0,0,139000.0,-8.55,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,2,0.0,0.0,20.5,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,4,92.93,-0.9958107950086377,0,0,0,0,0,0,1,0,0,0,0
6565,331.0,0,0,0,0,208000.0,-7.960000000000001,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,1,0.0,0.0,11.0,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,0,92.93,-0.9959281608551864,0,0,0,0,0,0,1,0,0,0,0
6566,171.0,0,0,0,0,110000.0,-8.33,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,5,0.0,0.0,34.75,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,22,92.93,-0.9958317683518144,0,0,0,0,0,0,1,0,0,0,0
6567,193.0,0,0,0,0,125000.0,-8.09,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,1,0.0,0.0,10.0,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,0,92.93,-0.9958032995063607,0,0,0,0,0,0,1,0,0,0,0
6568,184.0,0,0,0,0,119000.0,-8.459999999999999,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,1,0.0,0.0,4.0,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,0,92.93,-0.9958093208592428,0,0,0,0,0,0,1,0,0,0,0
6569,175.0,0,0,0,0,113000.0,-8.129999999999999,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,5,50.0,75.0,3.75,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,16,92.93,-0.9958159615512785,0,0,0,0,0,0,1,0,0,0,0
6570,148.08,0,0,0,0,88200.0,-8.32,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,12,25.0,30.0,156.92,0.0,0.0,0,0,534.0,145,0.0,0.0,1230.0,1,23,92.93,-0.9961405319382483,0,0,0,0,1,0,0,0,0,0,0
6571,27.0,0,0,0,0,9600.0,-20.0,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,1,100.0,100.0,0.0,0.0,0.0,0,0,534.0,145,0.0,0.0,723.0,1,0,92.93,-0.9976961046890029,0,0,0,1,0,0,0,0,0,0,0
6572,191.0,0,0,0,0,124000.0,-8.15,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,11,0.0,4.17,155.9,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,2,92.93,-0.9957932801585853,0,0,0,0,0,0,1,0,0,0,0
6573,154.0,0,0,0,0,98900.0,-8.43,6551.46,4918.0,0.92,0.07,0.07,0.14,0.16,0.14,0.37,0.02,0.0,0.0,0.09,0.55,0.33,0.26,0.17,0.42,0.19,4.63,2.0,0.0,1086.53,154328.0,543.0,49.16,6.07,575.0,45.0,51.44,2,0.0,100.0,0.0,0.0,0.0,0,0,534.0,145,0.0,0.0,1503.0,1,5,92.93,-0.9958386825967562,0,0,0,0,0,0,1,0,0,0,0
6574,197.6,2,0,0,0,173000.0,-0.63,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,15,10.0,20.0,37.9,0.0,0.0,0,0,1347.0,9,0.0,0.0,0.0,0,30,92.93,-0.9926597226738001,0,0,1,0,0,0,0,0,0,0,0
6575,259.0,0,0,0,0,719000.0,-18.3,41.46,7470.0,180.18,0.05,0.05,0.24,0.33,0.13,0.2,0.08,0.01,0.01,0.01,0.56,0.33,0.14,0.08,0.78,0.2,3.68,3.5,0.0,1535.98,229581.38,2010.0,49.24,7.24,771.25,153.0,51.39,135,14.17,15.36,86.0,2.0,0.42128267973856215,0,1,794.0,22,105340.0,1148.5,1588.0,1,44,100.63,-0.9879081579871077,0,0,0,0,1,0,0,0,0,0,0
6576,77.0,1,0,0,1,80100.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,9,25.0,37.5,193.69,1.0,0.5696688453159041,0,1,1768.0,69,232400.0,780.0,1322.0,1,18,92.93,-0.99109501531609,0,0,0,0,0,0,0,0,1,0,0
6577,48.0,1,0,0,0,47800.0,0.0,179.08,1808.0,10.1,0.0,0.0,0.03,0.11,0.36,0.49,0.02,0.0,0.01,0.01,0.55,0.4,0.08,0.0,0.92,0.12,4.82,4.0,0.0,1055.74,137966.07,951.0,49.16,6.16,434.0,30.0,52.61,14,11.11,27.78,158.28,1.0,0.5696688453159041,0,1,1768.0,69,232400.0,780.0,1251.0,1,35,101.77,-0.9927820417488638,0,0,0,0,0,0,0,0,1,0,0
6578,55.0,1,0,0,0,54800.0,0.0,179.08,1808.0,10.1,0.0,0.0,0.03,0.11,0.36,0.49,0.02,0.0,0.01,0.01,0.55,0.4,0.08,0.0,0.92,0.12,4.82,4.0,0.0,1055.74,137966.07,951.0,49.16,6.16,434.0,30.0,52.61,2,0.0,50.0,11.0,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1251.0,1,33,101.77,-0.9927781980282279,0,0,0,0,0,0,0,0,1,0,0
6579,63.0,1,0,0,0,57000.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,31,73.21,75.0,34.86,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1251.0,1,29,92.93,-0.9922549238496163,0,0,0,0,0,0,0,0,1,0,0
6580,77.0,1,0,0,1,80100.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,2.0,1.0,0.5696688453159041,0,1,1768.0,69,232400.0,780.0,1322.0,1,0,92.93,-0.99109501531609,0,0,0,0,0,0,0,0,1,0,0
6581,63.0,1,0,0,0,59900.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,3,0.0,33.33,7.33,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1251.0,1,8,92.93,-0.9918608761156494,0,0,0,0,0,0,0,0,1,0,0
6582,70.0,1,0,0,1,74100.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,2,0.0,0.0,6.0,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1322.0,1,26,92.93,-0.9909382609040511,0,0,0,0,0,0,0,0,1,0,0
6583,69.0,1,0,0,1,72600.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,2,100.0,100.0,0.0,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1322.0,1,6,92.93,-0.9909930258589819,0,0,0,0,0,0,0,0,1,0,0
6584,79.0,1,0,0,1,79700.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,2,0.0,0.0,177.5,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1322.0,1,16,92.93,-0.9913638014970706,0,0,0,0,0,0,0,0,1,0,0
6585,81.0,1,0,0,1,80300.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,3,0.0,0.0,140.33,1.0,0.5696688453159041,0,1,1768.0,69,232400.0,780.0,1322.0,1,0,92.93,-0.9915136309861001,0,0,0,0,0,0,0,0,1,0,0
6586,79.0,1,0,0,1,79700.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,185.0,1.0,0.5696688453159041,0,1,1768.0,69,232400.0,780.0,1322.0,1,0,92.93,-0.9913638014970706,0,0,0,0,0,0,0,0,1,0,0
6587,68.0,1,0,0,0,64600.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,100.0,100.0,0.0,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1251.0,1,0,92.93,-0.9918676700420972,0,0,0,0,0,0,0,0,1,0,0
6588,71.0,1,0,0,1,74100.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,100.0,0.0,1.0,0.5696688453159041,0,1,1768.0,69,232400.0,780.0,1322.0,1,0,92.93,-0.9910658910321631,0,0,0,0,0,0,0,0,1,0,0
6589,79.0,1,0,0,1,80200.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,14.0,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1322.0,1,0,92.93,-0.9913096220836268,0,0,0,0,0,0,0,0,1,0,0
6590,71.0,1,0,0,1,74200.0,0.0,179.08,1808.0,10.1,0.0,0.0,0.03,0.11,0.36,0.49,0.02,0.0,0.01,0.01,0.55,0.4,0.08,0.0,0.92,0.12,4.82,4.0,0.0,1055.74,137966.07,951.0,49.16,6.16,434.0,30.0,52.61,1,0.0,0.0,12.0,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1322.0,1,0,101.77,-0.9924251635019016,0,0,0,0,0,0,0,0,1,0,0
6591,77.0,1,0,0,1,76300.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,5.0,1.0,0.5696688453159041,0,1,1768.0,69,232400.0,780.0,1322.0,1,0,92.93,-0.991517474015202,0,0,0,0,0,0,0,0,1,0,0
6592,68.0,1,0,0,1,70100.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,127.0,1.0,0.5696688453159041,0,1,1768.0,69,232400.0,780.0,1322.0,1,0,92.93,-0.9911752890085297,0,0,0,0,0,0,0,0,1,0,0
6593,71.0,1,0,0,1,75200.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,45.0,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1322.0,1,0,92.93,-0.9909332659327756,0,0,0,0,0,0,0,0,1,0,0
6594,66.8,1,0,0,1,88000.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,237.0,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1322.0,1,0,92.93,-0.9887228957406958,0,0,0,0,0,0,0,0,1,0,0
6595,59.0,1,0,0,1,72000.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,17.0,1.0,0.5696688453159041,0,1,1768.0,69,232400.0,780.0,1322.0,1,0,92.93,-0.9895534744519358,0,0,0,0,0,0,0,0,1,0,0
6596,62.0,1,0,0,1,74700.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,100.0,100.0,0.0,1.0,0.5696688453159041,0,1,1768.0,69,232400.0,780.0,1322.0,1,0,92.93,-0.9896861621756309,0,0,0,0,0,0,0,0,1,0,0
6597,63.0,1,0,0,1,80900.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,13.0,2.0,0.5689362745098039,0,1,1768.0,69,260113.0,786.5,1322.0,1,0,92.93,-0.9890074270076135,0,0,0,0,0,0,0,0,1,0,0
6598,93.7,1,0,0,0,48800.0,-4.31,4558.7,7413.0,1.63,0.06,0.06,0.2,0.2,0.1,0.38,0.0,0.0,0.0,0.19,0.35,0.45,0.43,0.29,0.29,0.17,4.93,2.3333333333333304,0.0,870.35,123193.36,2526.0,49.45,4.21,571.5,63.0,52.38,14,43.75,61.25,34.38,0.0,0.0,0,0,2080.0,31,0.0,0.0,0.0,0,32,101.83000000000001,-0.9957724093307225,0,0,0,0,0,0,0,0,1,0,0
6599,294.5,0,0,0,0,166000.0,0.0,2413.85,13198.0,5.47,0.16,0.16,0.18,0.14,0.1,0.27,0.01,0.01,0.01,0.07,0.44,0.47,0.0,1.0,0.0,0.14,4.06,2.5,1.0,757.53,128698.64,1764.0,48.77,3.29,449.58,120.0,52.79,299,38.33,19.79,51.06,7.0,0.457036570183629,0,1,2080.0,15,83470.85714285714,730.7142857142858,0.0,0,34,101.56,-0.9956202549413294,0,1,0,0,0,0,0,0,0,0,0
6600,328.28,2,0,0,0,190000.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,109,5.56,13.3,47.46,3.0,0.4063376906318083,0,1,1768.0,1,186722.66666666663,824.6666666666665,0.0,0,7,92.93,-0.9950454916791136,0,0,1,0,0,0,0,0,0,0,0
6601,30.88,0,0,0,0,8000.0,-13.04,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,18,0.0,14.29,15.33,2.0,0.6532494553376906,0,1,1768.0,164,151848.0,837.5,0.0,0,23,92.93,-0.9977822934393502,0,0,0,1,0,0,0,0,0,0,0
6602,30.88,0,0,0,0,8000.0,-16.669999999999998,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,2.0,1.0,0.6532636165577341,0,1,1768.0,164,151848.0,836.0,0.0,0,0,92.93,-0.9977822934393502,0,0,0,1,0,0,0,0,0,0,0
6603,30.88,0,0,0,0,7400.0,-11.899999999999999,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,3,0.0,0.0,90.75,1.0,0.6532636165577341,0,1,1768.0,164,151848.0,836.0,0.0,0,26,92.93,-0.997948621431399,0,0,0,1,0,0,0,0,0,0,0
6604,28.75,0,0,0,0,6000.0,-15.49,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,9,0.0,42.86,15.21,3.0,0.4855319535221496,0,1,1768.0,164,198398.0,581.3333333333334,0.0,0,24,92.93,-0.9982134927323599,0,0,0,0,0,0,0,0,0,0,1
6605,30.88,0,0,0,0,5000.0,-10.71,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,143.0,1.0,0.6532636165577341,0,1,1768.0,164,151848.0,836.0,0.0,0,0,92.93,-0.9986139333995938,0,0,0,1,0,0,0,0,0,0,0
6606,30.88,0,0,0,0,5000.0,-12.280000000000001,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,31.0,1.0,0.6532636165577341,0,1,1768.0,164,151848.0,836.0,0.0,0,0,92.93,-0.9986139333995938,0,0,0,1,0,0,0,0,0,0,0
