,HY_id,HY_tipo,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,TARGET,num_images,piscina,has_image,descr_len,has_description,active_week,diff_precio_zona
8626,6828818,Solar,272.23,0,0,0,0,35100.0,0.0,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,40,7.69,10.51,56.45,4.0,0,1,0.0,0,14,-0.9988962708332064
8627,6837027,Piso,119.9,0,0,0,0,122000.0,-5.43,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,63,9.38,15.1,36.27,6.0,0,1,0.0,0,25,-0.9918682179873217
8628,6840289,Garaje,10.58,0,0,0,0,7100.0,-15.479999999999999,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,18,10.0,38.33,24.6,4.0,0,1,103.0,1,19,-0.9946368769487954
8629,6835218,Local,350.25,0,0,0,0,133000.0,-20.830000000000002,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,42,38.33,32.22,69.39,5.0,0,1,0.0,0,15,-0.9963747808381849
8630,6838540,Garaje,26.37,0,0,0,0,11700.0,0.0,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,5,33.33,16.67,15.17,0.0,0,0,0.0,0,6,-0.9964541463035972
8631,6836216,Garaje,26.0,0,0,0,0,7800.0,-3.6999999999999997,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,4,0.0,0.0,5.17,0.0,0,0,0.0,0,10,-0.9974847882086871
8632,6840298,Garaje,10.58,0,0,0,0,9800.0,-4.8500000000000005,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,32,16.67,10.19,22.36,4.0,0,1,89.0,1,24,-0.99259737945045
8633,6841483,Local,54.0,0,0,0,0,26200.0,0.0,1214.84,12606.0,10.02,0.06,0.06,0.2,0.15,0.2,0.29,0.02,0.0,0.01,0.03,0.57,0.36,0.48,0.13,0.2,0.15,5.96,984.15,112453.43,894.0,49.76,5.83,636.925,198.0,51.48,11,20.0,23.33,210.9,3.0,0,1,0.0,0,4,-0.9956854567692138
8634,6819084,Piso,154.75,2,1,0,0,146000.0,-9.32,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,850,58.69,19.54,73.82,8.0,0,1,0.0,0,17,-0.9919236787766087
8635,6837488,Chalet,93.5,2,0,0,0,87900.0,0.0,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,4,0.0,0.0,82.33,0.0,0,0,0.0,0,7,-0.9910249260822382
8636,6838496,Piso,99.64,2,0,0,1,79600.0,-11.559999999999999,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,9,0.0,4.17,67.75,0.0,0,0,0.0,0,6,-0.9936155361925652
8637,6836174,Garaje,26.0,0,0,0,0,7800.0,-3.6999999999999997,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,4,0.0,0.0,5.5,0.0,0,0,0.0,0,10,-0.9974847882086871
8638,6836179,Garaje,26.0,0,0,0,0,7800.0,-3.6999999999999997,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,6,50.0,30.0,5.5,0.0,0,0,0.0,0,8,-0.9974847882086871
8639,6837018,Nave,570.0,0,0,0,0,174000.0,-9.84,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,56,15.0,14.63,130.57,5.0,0,1,0.0,0,9,-0.9974406616860325
8640,6839519,Casa de pueblo,203.0,2,0,0,0,101000.0,-11.4,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,9,41.67,41.67,224.83,6.0,0,1,0.0,0,9,-0.9952500820714099
8641,6818952,Piso,88.0,0,0,0,0,89500.0,-9.139999999999999,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,34,33.33,24.44,58.46,0.0,0,0,2186.0,1,23,-0.9918719672720612
8642,6823370,Trastero,5.45,0,0,0,0,1700.0,-10.530000000000001,763.39,9596.0,15.59,0.09,0.09,0.23,0.11,0.13,0.25,0.03,0.01,0.01,0.04,0.5,0.4,0.25,0.27,0.15,0.17,5.06,1034.75,142249.12,1029.0,49.59,5.89,616.31,87.0,51.96,87,0.0,16.45,96.92,3.0,0,1,0.0,0,22,-0.9978071807719824
8643,6831197,Casa de pueblo,67.2,1,0,0,0,82300.0,-9.36,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,76,33.33,6.64,33.32,4.0,0,1,0.0,0,4,-0.9883079320130301
8644,6831131,Piso,84.2,0,0,0,0,96100.0,0.0,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,246,30.25,23.16,101.46,7.0,0,1,0.0,0,10,-0.9891038752703001
8645,6833301,Chalet,138.12,1,0,0,0,108000.0,-12.9,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,253,18.42,12.16,49.18,5.0,0,1,0.0,0,17,-0.9937509749399089
8646,6835234,Chalet,232.77,2,1,0,0,150000.0,-9.09,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,307,22.5,17.38,94.06,10.0,1,1,91.0,1,24,-0.994849975051077
8647,6838548,Garaje,27.35,0,0,0,0,11700.0,0.0,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,1,0.0,0.0,3.0,0.0,0,0,0.0,0,0,-0.9965812006590806
8648,6836150,Garaje,26.0,0,0,0,0,7800.0,-3.6999999999999997,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,5,0.0,33.33,4.83,0.0,0,0,0.0,0,10,-0.9974847882086871
8649,6836972,Piso,90.74,0,0,0,0,72600.0,-5.1,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,128,31.37,21.86,43.94,6.0,0,1,0.0,0,25,-0.9936058484377052
8650,6811791,Piso,104.94,2,0,0,0,98200.0,0.0,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,281,58.02,21.69,68.93,4.0,0,1,0.0,0,15,-0.9925214826006713
8651,6823592,Otro,560.54,0,0,0,0,0.0,0.0,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,8,20.0,60.0,36.25,0.0,0,0,0.0,0,14,-1.0
8652,6833622,Nave,416.4,0,0,0,0,126000.0,-30.0,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,44,75.0,22.65,144.98,3.0,0,1,0.0,0,1,-0.9971111792550604
8653,6835437,Piso,141.42,2,0,0,1,124000.0,0.0,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,67,43.75,25.0,51.66,8.0,0,1,0.0,0,7,-0.9929926157491755
8654,6785307,Piso,999.0,2,0,0,1,114000.0,-2.56,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,260,10.61,9.43,44.31,6.0,0,1,0.0,0,21,-0.9989105679867647
8655,6828751,Piso,83.2,1,0,0,1,51800.0,-17.52,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,428,39.83,33.19,59.92,5.0,0,1,0.0,0,27,-0.994670360680423
8656,6835203,Local,58.4,0,0,0,0,33900.0,-13.74,763.39,9596.0,15.59,0.09,0.09,0.23,0.11,0.13,0.25,0.03,0.01,0.01,0.04,0.5,0.4,0.25,0.27,0.15,0.17,5.06,1034.75,142249.12,1029.0,49.59,5.89,616.31,87.0,51.96,69,47.78,28.58,85.24,3.0,0,1,0.0,0,22,-0.9959192756197381
8657,6837560,Piso,116.17,0,0,0,0,65600.0,-22.82,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,477,49.96,24.27,83.45,10.0,0,1,0.0,0,21,-0.9956350801660444
8658,6836133,Garaje,26.0,0,0,0,0,8100.0,-3.5700000000000003,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,6,0.0,0.0,21.72,0.0,0,0,0.0,0,10,-0.9973880492936366
8659,6836973,Piso,139.26,0,0,0,0,124000.0,-3.88,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,333,50.89,29.39,47.58,6.0,0,1,0.0,0,24,-0.9923776887247636
8660,6837016,Piso,75.03,1,0,0,0,99600.0,-6.04,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,205,17.39,11.05,96.07,10.0,0,1,287.0,1,23,-0.9888704476247384
8661,6839520,Chalet,113.54,3,0,0,1,197000.0,0.0,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,182,42.5,16.0,116.73,7.0,0,1,0.0,0,7,-0.9861336417385898
8662,6827002,Piso,93.2,2,0,0,0,59100.0,0.0,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,282,39.06,24.64,123.63,4.0,0,1,0.0,0,14,-0.9939461404873291
8663,6837581,Piso,103.07,1,0,0,0,58400.0,-10.84,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,785,63.13,21.32,75.24,9.0,0,1,54.0,1,21,-0.9951496625232569
8664,6837008,Chalet,103.0,0,0,0,0,142000.0,-5.96,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,392,20.33,9.3,60.67,4.0,0,1,0.0,0,24,-0.9889821666249039
8665,6839549,Chalet,183.0,0,0,0,1,137000.0,-6.800000000000001,1972.03,6514.0,3.58,0.09,0.09,0.07,0.09,0.15,0.375,0.01,0.01,0.0,0.05,0.55,0.37,0.22,0.18,0.33,0.13,5.14,828.54,105352.13,997.5,48.39,4.35,491.67,81.0,50.79,220,9.4,15.79,105.8,10.0,0,1,58.0,1,25,-0.9928939843951762
8666,6781173,Piso,122.46,2,0,0,1,93700.0,0.0,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,20,36.36,27.27,147.55,0.0,0,0,0.0,0,14,-0.9938850851162443
8667,6840196,Piso,132.45,2,0,0,1,116000.0,-9.379999999999999,1972.03,6514.0,3.58,0.09,0.09,0.07,0.09,0.15,0.375,0.01,0.01,0.0,0.05,0.55,0.37,0.22,0.18,0.33,0.13,5.14,828.54,105352.13,997.5,48.39,4.35,491.67,81.0,50.79,39,11.76,22.09,105.53,10.0,0,1,92.0,1,25,-0.9916869057179435
8668,6843572,Nave,264.0,0,0,0,0,123000.0,0.0,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,5,0.0,44.44,23.17,3.0,0,1,0.0,0,6,-0.9955520289244313
8669,6839536,Piso,140.0,2,0,0,0,82000.0,-4.87,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,289,43.91,20.24,116.97,10.0,0,1,65.0,1,24,-0.9953190834664959
8670,6839517,Local,151.96,0,0,0,0,70600.0,-13.900000000000002,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,32,10.26,23.72,60.51,3.0,0,1,0.0,0,21,-0.9955645653383923
8671,6839511,Nave,492.0,0,0,0,0,174000.0,-26.27,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,121,45.11,30.11,192.89,6.0,0,1,0.0,0,22,-0.9966236697843986
8672,6840296,Piso,122.95,0,0,0,1,77900.0,-9.94,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,40,0.0,10.36,70.82,10.0,0,1,0.0,0,23,-0.9939511934620976
8673,6833006,Solar,959.0,0,0,0,0,10200.0,0.0,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,35,20.83,31.9,32.63,3.0,0,1,0.0,0,13,-0.99990895146746
8674,6833274,Piso,103.48,2,0,0,0,72400.0,-10.059999999999999,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,570,61.63,41.93,67.06,5.0,0,1,0.0,0,20,-0.9944085141957917
8675,6839449,Nave,442.26,0,0,0,0,40100.0,-13.76,79.56,5594.0,92.79,0.12,0.12,0.24,0.2,0.21,0.12,0.03,0.0,0.0,0.02,0.49,0.4,0.37,0.33,0.25,0.17,6.25,867.58,103582.5,918.0,49.18,5.06,488.73,96.0,51.38,63,11.36,7.35,102.96,9.0,0,1,0.0,0,25,-0.9991246528494079
8676,6833319,Solar,934.3,0,0,0,0,172900.0,0.0,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,46,17.14,4.11,66.72,3.0,0,1,0.0,0,6,-0.9982332731297725
8677,6833629,Piso,93.0,1,0,0,0,49100.0,-20.16,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,275,40.08,29.82,136.5,10.0,0,1,442.0,1,15,-0.9957806687317982
8678,6835213,Piso,57.9,1,0,0,1,64800.0,-12.43,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,232,32.92,16.27,77.3,3.0,0,1,0.0,0,14,-0.9906168264780039
8679,6837448,Chalet,93.6,2,0,0,0,87800.0,0.0,1579.41,11540.0,7.48,0.09,0.09,0.12,0.12,0.14,0.3,0.02,0.01,0.0,0.04,0.45,0.45,0.25,0.25,0.26,0.13,5.27,815.49,104746.43,1086.0,48.97,4.57,484.55,42.0,51.32,9,0.0,0.0,36.93,0.0,0,0,0.0,0,6,-0.9910447144782482
8680,6838524,Local,74.04,0,0,0,0,52100.0,-10.02,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,14,0.0,42.59,23.63,0.0,0,0,0.0,0,2,-0.9943763744720424
8681,6838537,Piso,112.36,2,0,0,1,86200.0,-10.95,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,9,0.0,33.33,22.89,0.0,0,0,0.0,0,3,-0.9938688687139847
8682,6836139,Garaje,26.0,0,0,0,0,7800.0,-3.6999999999999997,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,9,0.0,0.0,30.81,0.0,0,0,0.0,0,11,-0.9974847882086871
8683,6839546,Piso,83.6,2,0,0,1,59600.0,-9.01,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,109,9.33,17.39,53.73,7.0,0,1,0.0,0,25,-0.9944893046279116
8684,6836971,Piso,111.48,0,0,0,0,133000.0,-5.67,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,232,17.95,17.09,48.64,10.0,0,1,40.0,1,25,-0.9904654596412518
8685,6840251,Trastero,6.36,0,0,0,0,1700.0,-10.530000000000001,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,73,25.0,27.79,91.92,2.0,0,1,89.0,1,24,-0.9978638247143465
8686,6844338,Garaje,23.76,0,0,0,0,6800.0,-4.2299999999999995,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,7,50.0,50.0,19.91,3.0,0,1,0.0,0,1,-0.9976005274718115
8687,6844341,Garaje,38.38,0,0,0,0,26300.0,0.0,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,116,64.51,38.62,142.53,2.0,0,1,0.0,0,11,-0.9945235912135506
8688,6838544,Garaje,43.2,0,0,0,0,18100.0,0.0,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,1,0.0,0.0,4.0,0.0,0,0,0.0,0,0,-0.9966515801445632
8689,6838507,Piso,125.74,2,0,0,1,99200.0,-12.21,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,37,6.25,28.57,50.24,0.0,0,0,0.0,0,8,-0.9936950260489799
8690,6838533,Piso,73.3,1,0,0,0,63100.0,-11.62,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,28,62.5,63.12,97.21,0.0,0,0,0.0,0,8,-0.9931202847208306
8691,6836138,Garaje,26.0,0,0,0,0,7800.0,-3.6999999999999997,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,11,14.29,14.29,9.21,0.0,0,0,0.0,0,11,-0.9974847882086871
8692,6839553,Piso,109.0,0,0,0,0,85600.0,-9.030000000000001,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,90,5.26,7.75,62.32,5.0,0,1,0.0,0,24,-0.9937238639810346
8693,6843577,Piso,77.0,1,0,0,0,25000.0,-26.900000000000002,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,781,30.65,19.43,112.13,6.0,0,1,0.0,0,10,-0.9974903352811678
8694,6833366,Piso,44.76,1,0,0,0,30200.0,0.0,925.43,6534.0,5.765000000000001,0.14,0.14,0.19,0.13,0.12,0.23,0.02,0.01,0.01,0.03,0.48,0.44,0.4,0.14,0.17,0.14,5.42,874.98,125128.12,756.0,49.26,4.77,557.7,60.0,51.63,67,23.48,14.22,67.3,0.0,0,0,0.0,0,11,-0.9946078502409448
8695,6835236,Garaje,34.29,0,0,0,0,22700.0,0.0,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,65,23.64,24.62,57.96,1.0,0,1,0.0,0,9,-0.9943330450785286
